2022-03-24 15:29:10 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2022-03-24 15:29:10 DEBUG HibernatePersistenceProvider:88 - Located and parsed 1 persistence units; checking each
2022-03-24 15:29:10 DEBUG HibernatePersistenceProvider:96 - Checking persistence-unit [name=Server, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [Server]
2022-03-24 15:29:10 DEBUG ProviderChecker:85 - Persistence-unit [Server] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2022-03-24 15:29:10 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: Server
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/micha/OneDrive/Pulpit/Studia/Semestr%20IV/Programowanie_JAVA/Projekt/Projekt_Przemek_Grzesiek_Michal/Serwer/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Aggrement
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Adresy
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker
		com.Kaczor.Kaluzinski.Kalarus.Database.Client
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Payment
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Office
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.AdminLogin]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.cj.jdbc.Driver
		javax.persistence.jdbc.password: 
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/baza
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: root]
2022-03-24 15:29:10 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2022-03-24 15:29:10 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2022-03-24 15:29:10 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2022-03-24 15:29:10 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.6.5.Final
             | path: tr.datein
             |  +-IdentNode
             |  | persister: SingleTableEntityPersister(com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip)
             |  | originalText: tr
             |  \-IdentNode
             |    persister: null
             |    originalText: datein
             \-ParameterNode

2022-03-30 14:35:50 DEBUG JoinProcessor:304 - Using FROM fragment [Wycieczki trip0_]
2022-03-30 14:35:50 DEBUG HqlSqlBaseWalker:137 - select >> end [level=1, statement=select]
2022-03-30 14:35:50 DEBUG QueryTranslatorImpl:279 - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (Wycieczki)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'trip0_.idWycieczki as idwyciec1_7_' {alias=tr, className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip, tableAlias=trip0_}
    |  \-[SQL_TOKEN] SqlFragment: 'trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_'
    +-[FROM] FromClause: 'FROM' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[tr], fromElementByTableAlias=[trip0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'Wycieczki trip0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=tr,role=null,tableName=Wycieczki,tableAlias=trip0_,origin=null,columns={,className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip}}
    \-[WHERE] SqlNode: 'WHERE'
       \-[AND] SqlNode: 'AND'
          +-[AND] SqlNode: 'AND'
          |  +-[EQ] BinaryLogicOperatorNode: '='
          |  |  +-[DOT] DotNode: 'trip0_.idBiura' {propertyName=idOffice,dereferenceType=PRIMITIVE,getPropertyPath=idOffice,path=tr.idOffice,tableAlias=trip0_,className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip,classAlias=tr}
          |  |  |  +-[ALIAS_REF] IdentNode: 'trip0_.idWycieczki' {alias=tr, className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip, tableAlias=trip0_}
          |  |  |  \-[IDENT] IdentNode: 'idOffice' {originalText=idOffice}
          |  |  \-[NAMED_PARAM] ParameterNode: '?' {name=OfficeId, expectedType=org.hibernate.type.IntegerType@39460b63}
          |  \-[GE] BinaryLogicOperatorNode: '>='
          |     +-[DOT] DotNode: 'trip0_.DataWyjazdu' {propertyName=dateout,dereferenceType=PRIMITIVE,getPropertyPath=dateout,path=tr.dateout,tableAlias=trip0_,className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip,classAlias=tr}
          |     |  +-[ALIAS_REF] IdentNode: 'trip0_.idWycieczki' {alias=tr, className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip, tableAlias=trip0_}
          |     |  \-[IDENT] IdentNode: 'dateout' {originalText=dateout}
          |     \-[NAMED_PARAM] ParameterNode: '?' {name=dateout, expectedType=org.hibernate.type.DateType@2ecdab02}
          \-[LE] BinaryLogicOperatorNode: '<='
             +-[DOT] DotNode: 'trip0_.DataPowrotu' {propertyName=datein,dereferenceType=PRIMITIVE,getPropertyPath=datein,path=tr.datein,tableAlias=trip0_,className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip,classAlias=tr}
             |  +-[ALIAS_REF] IdentNode: 'trip0_.idWycieczki' {alias=tr, className=com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip, tableAlias=trip0_}
             |  \-[IDENT] IdentNode: 'datein' {originalText=datein}
             \-[NAMED_PARAM] ParameterNode: '?' {name=datein, expectedType=org.hibernate.type.DateType@2ecdab02}

2022-03-30 14:35:50 DEBUG ErrorTracker:97 - throwQueryException() : no errors
2022-03-30 14:35:50 DEBUG QueryTranslatorImpl:258 - HQL: SELECT tr FROM com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip tr WHERE tr.idOffice = :OfficeId AND tr.dateout >= :dateout AND tr.datein <= :datein
2022-03-30 14:35:50 DEBUG QueryTranslatorImpl:259 - SQL: select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:50 DEBUG ErrorTracker:97 - throwQueryException() : no errors
2022-03-30 14:35:50 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:50 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:35:51 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:51 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:35:53 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:53 DEBUG Loader:384 - Result set row: 0
2022-03-30 14:35:53 DEBUG Loader:1595 - Result row: EntityKey[com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:171 - Resolving attributes for [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `datein` : value = 2022-04-14
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`datein`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `dateout` : value = 2022-03-31
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`dateout`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `idOffice` : value = 1
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`idOffice`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `maxguests` : value = 8
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`maxguests`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `name` : value = lot w kosmos
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`name`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `phonenumber` : value = 123456789
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`phonenumber`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `price` : value = 1500.0
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`price`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:184 - Processing attribute `standard` : value = 3
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:215 - Attribute (`standard`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:53 DEBUG TwoPhaseLoad:352 - Done materializing entity [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:53 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:35:55 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:55 DEBUG Loader:384 - Result set row: 0
2022-03-30 14:35:55 DEBUG Loader:1595 - Result row: EntityKey[com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:171 - Resolving attributes for [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `datein` : value = 2022-04-14
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`datein`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `dateout` : value = 2022-03-31
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`dateout`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `idOffice` : value = 1
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`idOffice`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `maxguests` : value = 8
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`maxguests`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `name` : value = lot w kosmos
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`name`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `phonenumber` : value = 123456789
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`phonenumber`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `price` : value = 1500.0
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`price`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:184 - Processing attribute `standard` : value = 3
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:215 - Attribute (`standard`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:55 DEBUG TwoPhaseLoad:352 - Done materializing entity [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:55 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:35:59 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:59 DEBUG Loader:384 - Result set row: 0
2022-03-30 14:35:59 DEBUG Loader:1595 - Result row: EntityKey[com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:171 - Resolving attributes for [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `datein` : value = 2022-04-14
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`datein`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `dateout` : value = 2022-03-31
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`dateout`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `idOffice` : value = 1
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`idOffice`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `maxguests` : value = 8
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`maxguests`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `name` : value = lot w kosmos
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`name`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `phonenumber` : value = 123456789
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`phonenumber`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `price` : value = 1500.0
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`price`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `standard` : value = 3
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`standard`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:352 - Done materializing entity [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:59 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:35:59 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_, trip0_.DataPowrotu as datapowr2_7_, trip0_.DataWyjazdu as datawyja3_7_, trip0_.idBiura as idbiura4_7_, trip0_.MaxOsob as maxosob5_7_, trip0_.Nazwa as nazwa6_7_, trip0_.Telefon as telefon7_7_, trip0_.Cena as cena8_7_, trip0_.Standard as standard9_7_ from Wycieczki trip0_ where trip0_.idBiura=? and trip0_.DataWyjazdu>=? and trip0_.DataPowrotu<=?
2022-03-30 14:35:59 DEBUG Loader:384 - Result set row: 0
2022-03-30 14:35:59 DEBUG Loader:1595 - Result row: EntityKey[com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:171 - Resolving attributes for [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `datein` : value = 2022-04-14
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`datein`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `dateout` : value = 2022-03-31
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`dateout`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `idOffice` : value = 1
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`idOffice`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `maxguests` : value = 8
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`maxguests`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `name` : value = lot w kosmos
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`name`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `phonenumber` : value = 123456789
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`phonenumber`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `price` : value = 1500.0
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`price`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:184 - Processing attribute `standard` : value = 3
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:215 - Attribute (`standard`)  - enhanced for lazy-loading? - false
2022-03-30 14:35:59 DEBUG TwoPhaseLoad:352 - Done materializing entity [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:35:59 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:36:30 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_0_, trip0_.DataPowrotu as datapowr2_7_0_, trip0_.DataWyjazdu as datawyja3_7_0_, trip0_.idBiura as idbiura4_7_0_, trip0_.MaxOsob as maxosob5_7_0_, trip0_.Nazwa as nazwa6_7_0_, trip0_.Telefon as telefon7_7_0_, trip0_.Cena as cena8_7_0_, trip0_.Standard as standard9_7_0_ from Wycieczki trip0_ where trip0_.idWycieczki=?
2022-03-30 14:36:30 DEBUG EntityReferenceInitializerImpl:131 - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:171 - Resolving attributes for [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `datein` : value = 2022-04-14
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`datein`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `dateout` : value = 2022-03-31
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`dateout`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `idOffice` : value = 1
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`idOffice`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `maxguests` : value = 8
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`maxguests`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `name` : value = lot w kosmos
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`name`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `phonenumber` : value = 123456789
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`phonenumber`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `price` : value = 1500.0
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`price`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `standard` : value = 3
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`standard`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:352 - Done materializing entity [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:36:30 DEBUG AbstractLoadPlanBasedEntityLoader:307 - Done entity load : com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1
2022-03-30 14:36:30 DEBUG LogicalConnectionManagedImpl:174 - Initiating JDBC connection release from afterTransaction
2022-03-30 14:36:30 DEBUG TransactionImpl:53 - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2022-03-30 14:36:30 DEBUG TransactionImpl:81 - begin
2022-03-30 14:36:30 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_0_, trip0_.DataPowrotu as datapowr2_7_0_, trip0_.DataWyjazdu as datawyja3_7_0_, trip0_.idBiura as idbiura4_7_0_, trip0_.MaxOsob as maxosob5_7_0_, trip0_.Nazwa as nazwa6_7_0_, trip0_.Telefon as telefon7_7_0_, trip0_.Cena as cena8_7_0_, trip0_.Standard as standard9_7_0_ from Wycieczki trip0_ where trip0_.idWycieczki=?
2022-03-30 14:36:30 DEBUG EntityReferenceInitializerImpl:131 - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:171 - Resolving attributes for [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `datein` : value = 2022-04-14
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`datein`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `dateout` : value = 2022-03-31
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`dateout`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `idOffice` : value = 1
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`idOffice`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `maxguests` : value = 8
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`maxguests`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `name` : value = lot w kosmos
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`name`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `phonenumber` : value = 123456789
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`phonenumber`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `price` : value = 1500.0
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`price`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:184 - Processing attribute `standard` : value = 3
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:215 - Attribute (`standard`)  - enhanced for lazy-loading? - false
2022-03-30 14:36:30 DEBUG TwoPhaseLoad:352 - Done materializing entity [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:36:30 DEBUG AbstractLoadPlanBasedEntityLoader:307 - Done entity load : com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1
2022-03-30 14:36:30 DEBUG EntityCopyObserverFactoryInitiator:38 - Configured EntityCopyObserver strategy: disallow
2022-03-30 14:36:30 DEBUG Loader:38 - Static select for action ACTION_MERGE on entity com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip: select trip0_.idWycieczki as idwyciec1_7_0_, trip0_.DataPowrotu as datapowr2_7_0_, trip0_.DataWyjazdu as datawyja3_7_0_, trip0_.idBiura as idbiura4_7_0_, trip0_.MaxOsob as maxosob5_7_0_, trip0_.Nazwa as nazwa6_7_0_, trip0_.Telefon as telefon7_7_0_, trip0_.Cena as cena8_7_0_, trip0_.Standard as standard9_7_0_ from Wycieczki trip0_ where trip0_.idWycieczki=?
2022-03-30 14:36:30 DEBUG Loader:2425 - Loading entity: [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip#1]
2022-03-30 14:36:30 DEBUG SQL:144 - select trip0_.idWycieczki as idwyciec1_7_0_, trip0_.DataPowrotu as datapowr2_7_0_, trip0_.DataWyjazdu as datawyja3_7_0_, trip0_.idBiura as idbiura4_7_0_, trip0_.MaxOsob as maxosob5_7_0_, trip0_.Nazwa as nazwa6_7_0_, trip0_.Telefon as telefon7_7_0_, trip0_.Cena as cena8_7_0_, trip0_.Standard as standard9_7_0_ from Wycieczki trip0_ where trip0_.idWycieczki=?
2022-03-30 14:36:30 DEBUG Loader:384 - Result set row: 0
